fpr,tpr
0.785958,0.980676
0.785958,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785954,0.980676
0.785951,0.980676
0.785923,0.980676
0.785919,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785916,0.980676
0.785909,0.980676
0.785909,0.980676
0.785909,0.980676
0.785909,0.980676
0.785909,0.980676
0.785909,0.980676
0.785902,0.980676
0.785898,0.980676
0.785898,0.980676
0.785898,0.980676
0.785898,0.980676
0.785895,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785891,0.980676
0.785877,0.980676
0.785877,0.980676
0.785877,0.980676
0.785877,0.980676
0.785873,0.980676
0.785873,0.980676
0.785873,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.78587,0.980676
0.785863,0.980676
0.785859,0.980676
0.785856,0.980676
0.785852,0.980676
0.785852,0.980676
0.785849,0.980676
0.785849,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785845,0.980676
0.785842,0.980676
0.785842,0.980676
0.785838,0.980676
0.785838,0.980676
0.785838,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785835,0.980676
0.785831,0.980676
0.785831,0.980676
0.785831,0.980676
0.785828,0.980676
0.785828,0.980676
0.785824,0.980676
0.785821,0.980676
0.785817,0.980676
0.785814,0.980676
0.785814,0.980676
0.785814,0.980676
0.78581,0.980676
0.78581,0.980676
0.785782,0.980676
0.785782,0.980676
0.785779,0.980676
0.785779,0.980676
0.785775,0.980676
0.785768,0.980676
0.785768,0.980676
0.785765,0.980676
0.785765,0.980676
0.785761,0.980676
0.785751,0.980676
0.785751,0.980676
0.785747,0.980676
0.78574,0.980676
0.78574,0.980676
0.785733,0.980676
0.785733,0.980676
0.785733,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.78573,0.980676
0.785726,0.980676
0.785726,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785723,0.980676
0.785719,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785716,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785712,0.980676
0.785709,0.980676
0.785709,0.980676
0.785709,0.980676
0.785705,0.980676
0.785705,0.980676
0.785701,0.980676
0.785701,0.980676
0.785701,0.980676
0.785701,0.980676
0.785701,0.980676
0.785687,0.980676
0.785684,0.980676
0.785684,0.980676
0.78568,0.980676
0.785677,0.980676
0.785673,0.980676
0.785663,0.980676
0.785663,0.980676
0.785659,0.980676
0.785652,0.980676
0.785652,0.980676
0.785652,0.980676
0.785652,0.980676
0.785652,0.980676
0.785652,0.980676
0.785645,0.980676
0.785645,0.980676
0.785645,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785642,0.980676
0.785638,0.980676
0.785638,0.980676
0.785638,0.980676
0.785638,0.980676
0.785628,0.980676
0.785628,0.980676
0.785628,0.980676
0.785628,0.980676
0.785628,0.980676
0.785628,0.980676
0.785621,0.980676
0.785621,0.980676
0.785621,0.980676
0.785617,0.980676
0.785617,0.980676
0.785617,0.980676
0.785617,0.980676
0.785617,0.980676
0.785617,0.980676
0.785614,0.980676
0.785614,0.980676
0.785614,0.980676
0.785614,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.78561,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785607,0.980676
0.785603,0.980676
0.7856,0.980676
0.7856,0.980676
0.785596,0.980676
0.785596,0.980676
0.785596,0.980676
0.785596,0.980676
0.785596,0.980676
0.785596,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785593,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785589,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785586,0.980676
0.785579,0.980676
0.785579,0.980676
0.785572,0.980676
0.785572,0.980676
0.785568,0.980676
0.785568,0.980676
0.785568,0.980676
0.785568,0.980676
0.785565,0.980676
0.785565,0.980676
0.785561,0.980676
0.785558,0.980676
0.785558,0.980676
0.785558,0.980676
0.785558,0.980676
0.785558,0.980676
0.785558,0.980676
0.785558,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785551,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785547,0.980676
0.785537,0.980676
0.785529,0.980676
0.785522,0.980676
0.785522,0.980676
0.785515,0.980676
0.785512,0.980676
0.785512,0.980676
0.785512,0.980676
0.785512,0.980676
0.785505,0.980676
0.785505,0.980676
0.785505,0.980676
0.785505,0.980676
0.785498,0.980676
0.785494,0.980676
0.785494,0.980676
0.785494,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.785487,0.980676
0.78548,0.980676
0.78548,0.980676
0.78548,0.980676
0.785477,0.980676
0.785477,0.980676
0.78547,0.980676
0.785452,0.980676
0.785452,0.980676
0.785452,0.980676
0.785445,0.980676
0.785442,0.980676
0.785438,0.980676
0.785438,0.980676
0.785435,0.980676
0.785417,0.980676
0.785407,0.980676
0.785407,0.980676
0.785407,0.980676
0.785396,0.980676
0.785386,0.980676
0.785375,0.980676
0.785375,0.980676
0.785368,0.980676
0.785357,0.980676
0.785347,0.980676
0.785347,0.980676
0.785347,0.980676
0.785336,0.980676
0.785333,0.980676
0.785333,0.980676
0.785333,0.980676
0.785326,0.980676
0.785312,0.980676
0.785294,0.980676
0.785294,0.980676
0.785291,0.980676
0.785287,0.980676
0.785277,0.980676
0.785266,0.980676
0.785266,0.980676
0.785263,0.980676
0.785263,0.980676
0.785242,0.980676
0.785242,0.980676
0.785235,0.980676
0.785231,0.980676
0.785231,0.980676
0.785221,0.980676
0.785221,0.980676
0.785221,0.980676
0.785214,0.980676
0.78521,0.980676
0.78521,0.980676
0.78521,0.980676
0.78521,0.980676
0.785207,0.980676
0.7852,0.980676
0.7852,0.980676
0.7852,0.980676
0.785196,0.980676
0.785189,0.980676
0.785171,0.980676
0.785171,0.980676
0.785147,0.980676
0.785133,0.980676
0.785129,0.980676
0.785129,0.980676
0.785119,0.980676
0.785119,0.980676
0.785108,0.980676
0.785098,0.980676
0.785098,0.980676
0.785098,0.980676
0.785094,0.980676
0.785087,0.980676
0.785084,0.980676
0.785084,0.980676
0.78508,0.980676
0.78507,0.980676
0.785059,0.980676
0.785059,0.980676
0.785059,0.980676
0.785059,0.980676
0.785056,0.980676
0.785049,0.980676
0.785049,0.980676
0.785049,0.980676
0.785049,0.980676
0.785035,0.980676
0.785024,0.980676
0.785017,0.980676
0.785017,0.980676
0.785006,0.980676
0.785003,0.980676
0.785003,0.980676
0.785003,0.980676
0.784999,0.980676
0.784996,0.980676
0.784989,0.980676
0.784989,0.980676
0.784985,0.980676
0.784985,0.980676
0.784978,0.980676
0.784975,0.980676
0.784971,0.980676
0.784971,0.980676
0.784971,0.980676
0.784971,0.980676
0.784971,0.980676
0.784971,0.980676
0.784971,0.980676
0.784964,0.980676
0.784964,0.980676
0.784964,0.980676
0.784961,0.980676
0.784957,0.980676
0.784957,0.980676
0.784947,0.980676
0.784947,0.980676
0.784947,0.980676
0.784943,0.980676
0.784943,0.980676
0.784929,0.980676
0.784929,0.980676
0.784922,0.980676
0.784922,0.980676
0.784919,0.980676
0.784912,0.980676
0.784912,0.980676
0.784901,0.980676
0.784901,0.980676
0.784901,0.980676
0.784894,0.980676
0.784894,0.980676
0.784891,0.980676
0.78488,0.980676
0.784877,0.980676
0.784877,0.980676
0.784877,0.980676
0.78487,0.980676
0.784863,0.980676
0.784856,0.980676
0.784856,0.980676
0.784856,0.980676
0.784841,0.980676
0.784824,0.980676
0.784792,0.980676
0.784792,0.980676
0.784782,0.980676
0.784778,0.980676
0.784775,0.980676
0.784757,0.980676
0.78475,0.980676
0.78474,0.980676
0.78474,0.980676
0.784736,0.980676
0.784733,0.980676
0.784733,0.980676
0.784726,0.980676
0.784726,0.980676
0.784712,0.980676
0.784708,0.980676
0.784705,0.980676
0.784701,0.980676
0.784701,0.980676
0.784691,0.980676
0.784677,0.980676
0.784666,0.980676
0.784662,0.980676
0.784662,0.980676
0.784659,0.980676
0.784659,0.980676
0.784659,0.980676
0.784652,0.980676
0.784652,0.980676
0.784648,0.980676
0.784648,0.980676
0.784645,0.980676
0.784645,0.980676
0.784641,0.980676
0.784641,0.980676
0.784634,0.980676
0.784627,0.980676
0.784627,0.980676
0.784627,0.980676
0.78462,0.980676
0.78462,0.980676
0.78462,0.980676
0.784617,0.980676
0.784617,0.980676
0.784617,0.980676
0.784617,0.980676
0.784606,0.980676
0.78449,0.980676
0.784441,0.980676
0.784441,0.980676
0.78429,0.980676
0.78428,0.980676
0.784238,0.980676
0.784238,0.980676
0.784185,0.980676
0.784118,0.980676
0.784111,0.980676
0.784111,0.980676
0.78409,0.980676
0.784073,0.980676
0.784017,0.980676
0.784013,0.980676
0.78401,0.980676
0.783992,0.980676
0.783981,0.980676
0.783946,0.980676
0.783946,0.980676
0.783946,0.980676
0.783922,0.980676
0.783911,0.980676
0.783897,0.980676
0.78389,0.980676
0.783887,0.980676
0.783848,0.980676
0.783848,0.980676
0.783838,0.980676
0.78382,0.980676
0.783817,0.980676
0.783817,0.980676
0.783781,0.980676
0.78375,0.980676
0.783729,0.980676
0.783729,0.980676
0.783729,0.980676
0.78363,0.980676
0.783599,0.980676
0.783473,0.980676
0.783473,0.980676
0.783473,0.980676
0.783325,0.980676
0.78316,0.980676
0.78316,0.980676
0.783023,0.980676
0.783023,0.980676
0.783023,0.980676
0.78283,0.980676
0.782648,0.980676
0.782395,0.980676
0.782391,0.980676
0.782391,0.980676
0.782111,0.980676
0.7819,0.980676
0.781728,0.980676
0.781728,0.980676
0.781728,0.980676
0.781489,0.980676
0.781489,0.980676
0.781212,0.980676
0.781072,0.980676
0.781072,0.980676
0.781072,0.980676
0.780864,0.980676
0.780728,0.980676
0.780541,0.980676
0.780541,0.980676
0.780541,0.980676
0.780303,0.980676
0.780096,0.980676
0.780096,0.980676
0.779864,0.980676
0.779864,0.980676
0.779864,0.980676
0.779657,0.980676
0.77939,0.980676
0.779239,0.980676
0.779239,0.980676
0.779239,0.980676
0.779078,0.980676
0.7788,0.980676
0.7788,0.980676
0.778649,0.980676
0.778649,0.980676
0.778649,0.980676
0.778509,0.980676
0.778344,0.980676
0.778133,0.980676
0.778133,0.980676
0.778133,0.980676
0.777976,0.980676
0.777821,0.980676
0.777814,0.980676
0.777639,0.980676
0.777639,0.980676
0.777639,0.980676
0.77753,0.980676
0.777351,0.980676
0.777189,0.980676
0.777182,0.980676
0.777182,0.980676
0.777021,0.980676
0.777017,0.980676
0.77674,0.980676
0.776561,0.980676
0.776557,0.980676
0.776554,0.980676
0.77635,0.980676
0.776076,0.980676
0.776076,0.980676
0.775845,0.980676
0.775841,0.980676
0.775841,0.980676
0.77561,0.980676
0.775364,0.980676
0.775167,0.980676
0.775167,0.980676
0.775167,0.980676
0.774964,0.980676
0.774964,0.975845
0.774732,0.975845
0.774557,0.975845
0.774553,0.975845
0.774553,0.975845
0.77442,0.975845
0.774234,0.975845
0.77423,0.975845
0.774132,0.975845
0.774125,0.975845
0.774125,0.975845
0.774125,0.975845
0.774125,0.975845
0.774111,0.975845
0.774111,0.975845
0.774111,0.975845
0.774111,0.975845
0.774111,0.975845
0.774111,0.975845
0.774107,0.975845
0.774107,0.975845
0.774104,0.975845
0.7741,0.975845
0.7741,0.975845
0.7741,0.975845
0.774097,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.774093,0.975845
0.77409,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774086,0.975845
0.774083,0.975845
0.774083,0.975845
0.774083,0.975845
0.774083,0.975845
0.774083,0.975845
0.774083,0.975845
0.774083,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
0.774079,0.975845
